Order_ID,Order_Date,Customer_ID,Customer_Name,Gender,Age,City,State,Region,Product_ID,Product_Name,Category,Sub_Category,Brand,Quantity,Unit_Price,Discount_Percent,Sales,Cost,Profit,Payment_Method,Sales_Channel,Sales_Person,Customer_Type
O023347,2026-02-15,C00110,Customer_00325,Male,46,Chhattisgarh City,Chhattisgarh,Central,P0069,Yoga Mat,Sports,Yoga Mat,Sony,3,4983.55,5,14203.12,11173.36,3029.76,Debit Card,Offline,Sales_20,Returning
O023348,2026-08-19,C01337,Customer_00997,Female,64,Telangana City,Telangana,South,P0194,Mixer,Home,Mixer,Dell,2,2946.37,5,5598.1,4598.59,999.51,Debit Card,Offline,Sales_10,Returning
O023349,2026-06-29,C00091,Customer_00326,Female,47,Chhattisgarh City,Chhattisgarh,Central,P0030,Laptop,Electronics,Laptop,Adidas,4,3984.1,10,14342.76,9816.46,4526.3,UPI,Offline,Sales_11,New
O023350,2025-07-06,C01871,Customer_01987,Female,65,Tamil Nadu City,Tamil Nadu,South,P0154,Curtains,Home,Curtains,Puma,4,4022.89,30,11264.09,10127.82,1136.27,UPI,Offline,Sales_18,Returning
O023351,2026-09-25,C01559,Customer_01952,Female,21,Uttarakhand City,Uttarakhand,North,P0218,Mixer,Home,Mixer,Philips,5,4330.1,30,15155.35,9985.48,5169.87,UPI,Online,Sales_01,New
O023352,2025-04-20,C01824,Customer_01946,Male,48,Kerala City,Kerala,South,P0168,Snacks,Grocery,Snacks,Philips,3,4424.68,5,12610.34,7760.76,4849.58,Net Banking,Online,Sales_02,New
O023353,2025-03-07,C00920,Customer_00591,Female,48,Madhya Pradesh City,Madhya Pradesh,Central,P0136,Oil,Grocery,Oil,Dell,5,372.96,15,1585.08,1322.59,262.49,Credit Card,Offline,Sales_24,Returning
O023354,2026-09-19,C00844,Customer_00948,Male,36,Haryana City,Haryana,North,P0362,Table,Furniture,Table,Apple,4,2748.96,0,10995.84,8639.64,2356.2,Cash,Offline,Sales_08,Returning
O023355,2026-05-06,C01133,Customer_00197,Male,21,Delhi City,Delhi,North,P0413,Oil,Grocery,Oil,Philips,4,2545.09,15,8653.31,7531.61,1121.7,Cash,Offline,Sales_02,Returning
O023356,2026-04-21,C00893,Customer_01269,Female,63,West Bengal City,West Bengal,East,P0392,Cricket Bat,Sports,Cricket Bat,HP,2,4014.72,5,7627.97,4788.1,2839.87,Net Banking,Offline,Sales_18,Returning
O023357,2025-05-18,C00568,Customer_01220,Male,21,Haryana City,Haryana,North,P0301,Cricket Bat,Sports,Cricket Bat,Dell,4,578.66,5,2198.91,1457.28,741.63,Net Banking,Offline,Sales_21,Returning
O023358,2025-09-17,C01766,Customer_00472,Male,64,Haryana City,Haryana,North,P0441,Laptop,Electronics,Laptop,Apple,4,1045.15,15,3553.51,2252.93,1300.58,Net Banking,Online,Sales_13,New
O023359,2025-03-14,C00429,Customer_00350,Male,29,Gujarat City,Gujarat,West,P0431,Headphones,Electronics,Headphones,HP,3,537.97,20,1291.13,888.37,402.76,Credit Card,Offline,Sales_22,New
O023360,2025-05-03,C00231,Customer_00185,Male,56,Odisha City,Odisha,East,P0084,Cricket Bat,Sports,Cricket Bat,Puma,4,4973.93,10,17906.15,15364.31,2541.84,Debit Card,Online,Sales_09,New
O023361,2026-11-23,C00398,Customer_00732,Male,51,Bihar City,Bihar,East,P0004,Lamp,Home,Lamp,Boat,5,1746.97,10,7861.37,4900.73,2960.64,UPI,Online,Sales_18,Returning
O023362,2026-03-05,C01933,Customer_01031,Male,48,Haryana City,Haryana,North,P0366,Mobile,Electronics,Mobile,Philips,3,665.29,0,1995.87,1324.37,671.5,Debit Card,Online,Sales_11,New
O023363,2025-12-30,C00430,Customer_00451,Male,47,Maharashtra City,Maharashtra,West,P0371,Sofa,Furniture,Sofa,Puma,4,463.14,5,1759.93,1455.01,304.92,Credit Card,Online,Sales_21,New
O023364,2026-06-17,C01511,Customer_01077,Male,54,Assam City,Assam,East,P0184,Lamp,Home,Lamp,Sony,4,213.75,0,855.0,652.66,202.34,Net Banking,Online,Sales_07,Returning
O023365,2026-03-02,C00616,Customer_00693,Male,25,Jharkhand City,Jharkhand,East,P0437,Mobile,Electronics,Mobile,Nike,2,2596.41,0,5192.82,2867.8,2325.02,Cash,Offline,Sales_12,Returning
O023366,2025-06-18,C00164,Customer_00394,Male,40,Assam City,Assam,East,P0318,Football,Sports,Football,Boat,1,3558.5,15,3024.72,2542.8,481.92,Debit Card,Offline,Sales_14,New
O023367,2025-05-25,C01626,Customer_00401,Female,23,Madhya Pradesh City,Madhya Pradesh,Central,P0161,Rice,Grocery,Rice,Sony,5,982.37,15,4175.07,3074.33,1100.74,Debit Card,Online,Sales_21,Returning
O023368,2026-08-02,C00943,Customer_01392,Female,56,Jharkhand City,Jharkhand,East,P0147,Jacket,Clothing,Jacket,Apple,5,1354.25,15,5755.56,4927.28,828.28,Cash,Offline,Sales_13,New
O023369,2025-12-07,C01456,Customer_00367,Female,31,Telangana City,Telangana,South,P0190,Laptop,Electronics,Laptop,Sony,3,3646.35,25,8204.29,6350.15,1854.14,Debit Card,Offline,Sales_08,New
O023370,2025-10-01,C01854,Customer_00118,Male,56,Madhya Pradesh City,Madhya Pradesh,Central,P0364,Chair,Furniture,Chair,Samsung,1,4595.48,25,3446.61,2852.34,594.27,Net Banking,Online,Sales_07,Returning
O023371,2025-03-06,C00719,Customer_01673,Male,57,Uttar Pradesh City,Uttar Pradesh,North,P0125,Chair,Furniture,Chair,Boat,4,1878.95,10,6764.22,4661.51,2102.71,Cash,Online,Sales_17,New
O023372,2026-02-16,C00976,Customer_01588,Male,32,Odisha City,Odisha,East,P0088,Jacket,Clothing,Jacket,Sony,3,4210.64,20,10105.54,7881.53,2224.01,Net Banking,Offline,Sales_10,New
O023373,2025-09-11,C00954,Customer_00378,Male,30,Bihar City,Bihar,East,P0167,Laptop,Electronics,Laptop,Sony,2,3683.44,30,5156.82,4340.09,816.73,Credit Card,Offline,Sales_22,Returning
O023374,2025-10-22,C00586,Customer_01290,Female,64,Chhattisgarh City,Chhattisgarh,Central,P0070,Chair,Furniture,Chair,Ikea,3,3520.46,15,8977.17,5869.03,3108.14,Credit Card,Offline,Sales_18,Returning
O023375,2026-05-12,C01802,Customer_01350,Male,32,Odisha City,Odisha,East,P0102,Yoga Mat,Sports,Yoga Mat,Boat,5,4950.31,10,22276.4,15950.93,6325.47,Net Banking,Offline,Sales_03,Returning
O023376,2026-01-29,C01043,Customer_00916,Female,62,Haryana City,Haryana,North,P0335,Jacket,Clothing,Jacket,Apple,3,3210.03,15,8185.58,5369.66,2815.92,Credit Card,Offline,Sales_07,New
O023377,2025-03-26,C00090,Customer_00742,Female,37,Punjab City,Punjab,North,P0299,Cricket Bat,Sports,Cricket Bat,Ikea,3,3055.74,5,8708.86,6742.72,1966.14,Cash,Online,Sales_19,Returning
O023378,2026-04-14,C00202,Customer_01739,Male,44,Haryana City,Haryana,North,P0180,Rice,Grocery,Rice,Puma,5,3986.33,10,17938.49,16116.71,1821.78,Net Banking,Online,Sales_06,Returning
O023379,2025-09-19,C00033,Customer_00422,Female,29,Kerala City,Kerala,South,P0318,Football,Sports,Football,Boat,1,532.98,5,506.33,313.3,193.03,Debit Card,Offline,Sales_03,New
O023380,2026-11-06,C01987,Customer_01819,Female,52,Andhra Pradesh City,Andhra Pradesh,South,P0346,Sofa,Furniture,Sofa,Samsung,5,3722.49,20,14889.96,11455.52,3434.44,Credit Card,Online,Sales_23,Returning
O023381,2026-01-12,C00884,Customer_01426,Male,31,Maharashtra City,Maharashtra,West,P0139,Football,Sports,Football,Apple,1,4896.35,0,4896.35,4177.5,718.85,Credit Card,Online,Sales_18,New
O023382,2025-06-05,C00714,Customer_00001,Male,33,Kerala City,Kerala,South,P0311,Yoga Mat,Sports,Yoga Mat,Philips,5,2336.27,20,9345.08,6157.69,3187.39,Cash,Offline,Sales_11,New
O023383,2026-08-24,C01077,Customer_01484,Female,42,Tamil Nadu City,Tamil Nadu,South,P0131,Mobile,Electronics,Mobile,Nike,1,2381.36,15,2024.16,1371.46,652.7,Net Banking,Offline,Sales_06,Returning
O023384,2025-08-14,C01392,Customer_01913,Female,44,Punjab City,Punjab,North,P0327,Cricket Bat,Sports,Cricket Bat,Philips,2,3844.29,0,7688.58,4878.29,2810.29,Debit Card,Online,Sales_10,Returning
O023385,2026-09-05,C01518,Customer_01632,Female,56,Uttarakhand City,Uttarakhand,North,P0115,Cricket Bat,Sports,Cricket Bat,Puma,5,3418.68,0,17093.4,9884.09,7209.31,Net Banking,Online,Sales_23,New
O023386,2025-09-05,C01289,Customer_01306,Male,50,Chhattisgarh City,Chhattisgarh,Central,P0434,Jeans,Clothing,Jeans,Philips,4,869.86,20,2783.55,2257.15,526.4,UPI,Online,Sales_21,Returning
O023387,2025-01-17,C01125,Customer_01620,Female,46,West Bengal City,West Bengal,East,P0259,Chair,Furniture,Chair,Ikea,4,4545.01,5,17271.04,12311.9,4959.14,Credit Card,Offline,Sales_07,Returning
O023388,2025-04-02,C01473,Customer_01311,Female,57,Kerala City,Kerala,South,P0298,Cricket Bat,Sports,Cricket Bat,Ikea,5,3870.41,10,17416.85,11517.14,5899.71,Net Banking,Online,Sales_06,Returning
O023389,2026-08-30,C00084,Customer_01098,Male,43,Uttar Pradesh City,Uttar Pradesh,North,P0248,Football,Sports,Football,Ikea,3,1971.51,30,4140.17,3359.82,780.35,Cash,Offline,Sales_04,New
O023390,2025-03-03,C00512,Customer_01288,Female,23,Kerala City,Kerala,South,P0311,Oil,Grocery,Oil,Adidas,3,3828.94,10,10338.14,8719.71,1618.43,Credit Card,Offline,Sales_02,New
O023391,2025-09-02,C00479,Customer_01231,Male,32,Andhra Pradesh City,Andhra Pradesh,South,P0111,Sofa,Furniture,Sofa,Apple,2,1183.42,20,1893.47,1200.38,693.09,Credit Card,Offline,Sales_14,Returning
O023392,2025-02-15,C00560,Customer_01421,Female,46,Bihar City,Bihar,East,P0102,Snacks,Grocery,Snacks,Dell,2,3893.16,25,5839.74,3486.7,2353.04,Credit Card,Online,Sales_01,Returning
O023393,2025-02-11,C00474,Customer_01050,Male,46,Haryana City,Haryana,North,P0394,Table,Furniture,Table,Dell,3,1070.8,20,2569.92,1992.35,577.57,Net Banking,Offline,Sales_06,New
O023394,2026-08-17,C00260,Customer_00061,Female,65,Karnataka City,Karnataka,South,P0434,Rice,Grocery,Rice,Apple,3,1387.14,30,2912.99,2354.27,558.72,Credit Card,Online,Sales_15,New
O023395,2026-11-08,C00837,Customer_01102,Male,46,Andhra Pradesh City,Andhra Pradesh,South,P0048,Mixer,Home,Mixer,Dell,4,2900.16,5,11020.61,6344.21,4676.4,Net Banking,Offline,Sales_01,New
O023396,2025-05-19,C01925,Customer_00280,Female,60,Odisha City,Odisha,East,P0253,Curtains,Home,Curtains,Samsung,5,4100.49,20,16401.96,12956.71,3445.25,UPI,Offline,Sales_14,New
O023397,2025-08-28,C01640,Customer_01850,Female,18,Tamil Nadu City,Tamil Nadu,South,P0140,Jacket,Clothing,Jacket,Sony,2,3033.28,0,6066.56,3413.4,2653.16,Debit Card,Offline,Sales_08,Returning
O023398,2025-02-25,C00744,Customer_01826,Female,34,Bihar City,Bihar,East,P0329,Jacket,Clothing,Jacket,Ikea,4,364.63,5,1385.59,977.86,407.73,UPI,Online,Sales_09,New
O023399,2026-09-25,C01568,Customer_00965,Male,53,Chhattisgarh City,Chhattisgarh,Central,P0269,Laptop,Electronics,Laptop,Nike,2,4306.67,10,7752.01,4674.6,3077.41,UPI,Offline,Sales_03,New
O023400,2026-07-15,C00190,Customer_01768,Female,51,Haryana City,Haryana,North,P0001,Yoga Mat,Sports,Yoga Mat,Adidas,2,812.79,10,1463.02,1282.83,180.19,Net Banking,Offline,Sales_17,New
O023401,2025-02-15,C01296,Customer_00534,Male,52,Haryana City,Haryana,North,P0109,Snacks,Grocery,Snacks,Dell,5,3315.71,10,14920.69,9339.28,5581.41,UPI,Online,Sales_08,Returning
O023402,2026-01-18,C01051,Customer_00137,Male,31,Delhi City,Delhi,North,P0045,Mobile,Electronics,Mobile,Adidas,1,2651.23,20,2120.98,1899.53,221.45,Cash,Online,Sales_12,New
O023403,2025-08-17,C00232,Customer_00805,Female,26,Rajasthan City,Rajasthan,North,P0042,Mixer,Home,Mixer,Philips,5,1609.62,25,6036.07,4627.02,1409.05,Debit Card,Offline,Sales_08,New
O023404,2026-02-02,C00717,Customer_01897,Female,42,Assam City,Assam,East,P0264,Shirt,Clothing,Shirt,Nike,2,1197.67,30,1676.74,1385.45,291.29,UPI,Online,Sales_04,New
O023405,2025-08-10,C00977,Customer_01899,Female,42,Telangana City,Telangana,South,P0328,Jeans,Clothing,Jeans,Sony,2,1036.55,0,2073.1,1605.37,467.73,Net Banking,Offline,Sales_14,Returning
O023406,2025-01-10,C01699,Customer_00120,Female,40,Maharashtra City,Maharashtra,West,P0138,Yoga Mat,Sports,Yoga Mat,Philips,4,448.68,20,1435.78,1245.65,190.13,Net Banking,Online,Sales_04,New
O023407,2026-09-10,C00810,Customer_01596,Female,32,Assam City,Assam,East,P0252,Mixer,Home,Mixer,Ikea,2,3572.5,15,6073.25,3727.96,2345.29,UPI,Online,Sales_25,New
O023408,2026-01-08,C00969,Customer_01194,Male,44,Andhra Pradesh City,Andhra Pradesh,South,P0257,Shirt,Clothing,Shirt,Nike,2,3786.67,5,7194.67,5453.77,1740.9,Net Banking,Offline,Sales_05,Returning
O023409,2026-11-16,C00018,Customer_01346,Male,43,Assam City,Assam,East,P0045,Headphones,Electronics,Headphones,Nike,1,689.95,0,689.95,421.66,268.29,UPI,Online,Sales_09,New
O023410,2025-03-14,C00324,Customer_01582,Male,41,Haryana City,Haryana,North,P0041,Jacket,Clothing,Jacket,Apple,3,424.2,20,1018.08,695.13,322.95,Credit Card,Online,Sales_08,Returning
O023411,2025-05-05,C01484,Customer_01981,Male,38,Rajasthan City,Rajasthan,North,P0072,Oil,Grocery,Oil,Puma,2,2833.13,5,5382.95,3016.83,2366.12,UPI,Online,Sales_04,New
O023412,2026-10-04,C00751,Customer_00062,Female,29,Andhra Pradesh City,Andhra Pradesh,South,P0254,Curtains,Home,Curtains,Adidas,2,2242.6,0,4485.2,3596.12,889.08,UPI,Offline,Sales_21,New
O023413,2025-02-02,C01607,Customer_00434,Female,35,Uttarakhand City,Uttarakhand,North,P0093,Football,Sports,Football,Ikea,3,2687.59,10,7256.49,6258.87,997.62,Cash,Offline,Sales_16,Returning
O023414,2025-03-30,C01517,Customer_01317,Female,40,Maharashtra City,Maharashtra,West,P0366,Oil,Grocery,Oil,Boat,5,4669.09,5,22178.18,15336.23,6841.95,Debit Card,Online,Sales_22,Returning
O023415,2025-05-15,C00217,Customer_01700,Female,62,West Bengal City,West Bengal,East,P0453,Snacks,Grocery,Snacks,Puma,3,3011.37,20,7227.29,4892.13,2335.16,UPI,Offline,Sales_03,Returning
O023416,2026-10-29,C00319,Customer_01126,Female,51,Kerala City,Kerala,South,P0014,Curtains,Home,Curtains,HP,4,4786.25,10,17230.5,15413.88,1816.62,Cash,Online,Sales_04,Returning
O023417,2025-02-04,C01015,Customer_01762,Female,29,Odisha City,Odisha,East,P0299,Yoga Mat,Sports,Yoga Mat,Philips,1,961.71,5,913.62,784.48,129.14,Net Banking,Offline,Sales_06,New
O023418,2025-09-05,C00594,Customer_01848,Male,29,Maharashtra City,Maharashtra,West,P0452,Yoga Mat,Sports,Yoga Mat,Boat,4,1098.54,25,3295.62,2023.51,1272.11,Credit Card,Offline,Sales_15,New
O023419,2026-10-31,C00359,Customer_00233,Female,56,West Bengal City,West Bengal,East,P0011,Rice,Grocery,Rice,Adidas,1,2279.68,30,1595.78,1238.9,356.88,Cash,Offline,Sales_11,New
O023420,2026-04-29,C01606,Customer_01502,Male,58,Rajasthan City,Rajasthan,North,P0278,Sofa,Furniture,Sofa,Samsung,4,1992.25,30,5578.3,3783.53,1794.77,UPI,Offline,Sales_19,New
O023421,2026-09-12,C00295,Customer_01807,Female,64,Telangana City,Telangana,South,P0439,Mobile,Electronics,Mobile,Adidas,2,3878.03,20,6204.85,4117.03,2087.82,Cash,Offline,Sales_16,New
O023422,2025-06-11,C00094,Customer_01947,Female,30,Delhi City,Delhi,North,P0449,Yoga Mat,Sports,Yoga Mat,Apple,1,3856.24,30,2699.37,1613.49,1085.88,Cash,Offline,Sales_23,New
O023423,2025-11-17,C01072,Customer_00503,Female,63,Kerala City,Kerala,South,P0401,Rice,Grocery,Rice,LG,4,3046.5,30,8530.2,6905.84,1624.36,Credit Card,Online,Sales_15,Returning
O023424,2025-03-19,C01406,Customer_00994,Female,60,Assam City,Assam,East,P0315,Jacket,Clothing,Jacket,Nike,3,3488.24,10,9418.25,6880.18,2538.07,Cash,Offline,Sales_11,Returning
O023425,2025-09-06,C01938,Customer_01342,Female,63,Chhattisgarh City,Chhattisgarh,Central,P0120,Cricket Bat,Sports,Cricket Bat,Samsung,1,3538.11,5,3361.2,2663.13,698.07,UPI,Offline,Sales_21,Returning
O023426,2025-11-16,C00063,Customer_00562,Female,23,Madhya Pradesh City,Madhya Pradesh,Central,P0479,Cricket Bat,Sports,Cricket Bat,Puma,5,4473.83,20,17895.32,11089.36,6805.96,UPI,Online,Sales_22,New
O023427,2026-09-23,C00661,Customer_00485,Female,64,Odisha City,Odisha,East,P0434,Shirt,Clothing,Shirt,Boat,4,1007.06,5,3826.83,2759.85,1066.98,Net Banking,Online,Sales_14,Returning
O023428,2026-11-05,C00534,Customer_01939,Male,62,Assam City,Assam,East,P0294,Sofa,Furniture,Sofa,LG,5,3869.22,10,17411.49,9876.02,7535.47,Credit Card,Offline,Sales_11,Returning
O023429,2025-03-21,C00477,Customer_01002,Female,33,Maharashtra City,Maharashtra,West,P0125,Curtains,Home,Curtains,Philips,4,2180.59,30,6105.65,3600.94,2504.71,Credit Card,Offline,Sales_03,New
O023430,2025-09-16,C01580,Customer_01835,Female,32,Chhattisgarh City,Chhattisgarh,Central,P0038,Mobile,Electronics,Mobile,Philips,4,4390.26,10,15804.94,9324.88,6480.06,Debit Card,Offline,Sales_09,New
O023431,2025-09-07,C01437,Customer_01567,Female,32,Haryana City,Haryana,North,P0398,Sofa,Furniture,Sofa,Philips,2,1800.09,25,2700.13,1653.53,1046.6,UPI,Online,Sales_03,New
O023432,2026-05-12,C00565,Customer_00142,Female,46,Jharkhand City,Jharkhand,East,P0019,Sofa,Furniture,Sofa,Adidas,4,3490.93,10,12567.35,10940.03,1627.32,Net Banking,Offline,Sales_05,New
O023433,2026-01-31,C00777,Customer_01367,Male,32,Gujarat City,Gujarat,West,P0219,Table,Furniture,Table,HP,4,4665.15,15,15861.51,11022.35,4839.16,Cash,Offline,Sales_24,New
O023434,2026-12-29,C00489,Customer_01129,Female,58,Karnataka City,Karnataka,South,P0390,Oil,Grocery,Oil,HP,1,3627.19,30,2539.03,1492.23,1046.8,UPI,Online,Sales_14,Returning
O023435,2026-03-21,C00538,Customer_01086,Male,57,Madhya Pradesh City,Madhya Pradesh,Central,P0023,Table,Furniture,Table,HP,3,1845.88,25,4153.23,2771.89,1381.34,Cash,Offline,Sales_07,Returning
O023436,2025-12-10,C01430,Customer_01905,Female,34,Kerala City,Kerala,South,P0116,Yoga Mat,Sports,Yoga Mat,HP,2,4443.3,15,7553.61,5513.62,2039.99,UPI,Offline,Sales_24,Returning
O023437,2026-12-29,C01657,Customer_00841,Male,20,Bihar City,Bihar,East,P0242,Oil,Grocery,Oil,Dell,2,2039.54,20,3263.26,2752.97,510.29,Cash,Online,Sales_17,Returning
O023438,2025-10-21,C00097,Customer_01201,Female,40,Chhattisgarh City,Chhattisgarh,Central,P0337,Headphones,Electronics,Headphones,Ikea,4,139.89,5,531.58,346.71,184.87,UPI,Online,Sales_23,Returning
O023439,2025-08-02,C01102,Customer_01968,Female,47,Maharashtra City,Maharashtra,West,P0357,Rice,Grocery,Rice,Samsung,1,1601.83,30,1121.28,821.05,300.23,Debit Card,Online,Sales_21,New
O023440,2025-04-20,C01319,Customer_01965,Female,47,Jharkhand City,Jharkhand,East,P0387,Football,Sports,Football,Adidas,4,2706.4,25,8119.2,6994.16,1125.04,UPI,Offline,Sales_07,Returning
O023441,2025-08-07,C01817,Customer_00306,Female,22,Maharashtra City,Maharashtra,West,P0345,Laptop,Electronics,Laptop,LG,2,3906.64,25,5859.96,4550.35,1309.61,Net Banking,Offline,Sales_08,New
O023442,2025-10-14,C00216,Customer_00093,Female,49,Tamil Nadu City,Tamil Nadu,South,P0042,Table,Furniture,Table,Samsung,2,1837.01,5,3490.32,2013.18,1477.14,Net Banking,Online,Sales_01,Returning
O023443,2026-03-08,C01594,Customer_00041,Female,44,Rajasthan City,Rajasthan,North,P0102,Shirt,Clothing,Shirt,Ikea,1,168.23,0,168.23,112.3,55.93,Debit Card,Offline,Sales_15,New
O023444,2026-05-29,C00901,Customer_01532,Male,60,Karnataka City,Karnataka,South,P0318,Laptop,Electronics,Laptop,Ikea,3,4855.31,30,10196.15,8907.01,1289.14,Credit Card,Offline,Sales_21,New
O023445,2026-02-23,C00484,Customer_00311,Female,51,Jharkhand City,Jharkhand,East,P0281,Table,Furniture,Table,Nike,5,2139.09,0,10695.45,7500.14,3195.31,Net Banking,Online,Sales_13,Returning
O023446,2025-03-18,C01073,Customer_01375,Female,51,Maharashtra City,Maharashtra,West,P0225,Yoga Mat,Sports,Yoga Mat,Dell,2,4829.21,0,9658.42,6242.32,3416.1,Net Banking,Offline,Sales_21,Returning
O023447,2026-02-28,C01241,Customer_01890,Male,19,Punjab City,Punjab,North,P0125,Mobile,Electronics,Mobile,Sony,2,3430.77,10,6175.39,4436.44,1738.95,Cash,Online,Sales_19,Returning
O023448,2025-09-29,C01947,Customer_00859,Female,38,Chhattisgarh City,Chhattisgarh,Central,P0247,Snacks,Grocery,Snacks,HP,1,803.09,25,602.32,383.69,218.63,Credit Card,Offline,Sales_10,Returning
O023449,2026-01-07,C00523,Customer_01183,Male,38,Bihar City,Bihar,East,P0021,Mixer,Home,Mixer,Sony,1,3782.58,15,3215.19,2704.18,511.01,UPI,Offline,Sales_15,New
O023450,2025-04-19,C01050,Customer_00090,Male,55,Uttarakhand City,Uttarakhand,North,P0211,Sofa,Furniture,Sofa,Adidas,3,718.57,30,1509.0,1295.46,213.54,Debit Card,Online,Sales_03,New
O023451,2026-10-27,C01796,Customer_01781,Female,44,Haryana City,Haryana,North,P0304,Headphones,Electronics,Headphones,Ikea,2,2466.89,30,3453.65,2077.66,1375.99,Credit Card,Offline,Sales_16,New
O023452,2025-08-12,C00773,Customer_01614,Male,65,Gujarat City,Gujarat,West,P0401,Rice,Grocery,Rice,Sony,5,2035.47,0,10177.35,7683.81,2493.54,UPI,Offline,Sales_08,New
O023453,2025-04-24,C00696,Customer_00697,Female,34,Andhra Pradesh City,Andhra Pradesh,South,P0075,Mobile,Electronics,Mobile,Dell,4,2301.64,25,6904.92,4503.94,2400.98,Net Banking,Offline,Sales_18,New
O023454,2026-02-06,C00751,Customer_01723,Female,27,Uttar Pradesh City,Uttar Pradesh,North,P0258,Football,Sports,Football,Apple,4,2976.17,0,11904.68,7419.49,4485.19,Cash,Online,Sales_09,Returning
O023455,2025-10-17,C00969,Customer_01456,Male,64,Odisha City,Odisha,East,P0078,Shirt,Clothing,Shirt,Apple,2,1773.93,25,2660.89,2182.68,478.21,Cash,Offline,Sales_11,Returning
O023456,2025-04-16,C00827,Customer_00926,Female,43,Karnataka City,Karnataka,South,P0175,Curtains,Home,Curtains,Puma,5,2591.29,0,12956.45,7754.9,5201.55,Debit Card,Online,Sales_10,New
O023457,2025-02-10,C01168,Customer_01998,Male,65,Telangana City,Telangana,South,P0472,Mixer,Home,Mixer,Philips,1,1660.49,5,1577.47,1207.49,369.98,Net Banking,Offline,Sales_15,New
O023458,2025-06-22,C00731,Customer_00599,Female,43,Maharashtra City,Maharashtra,West,P0120,Lamp,Home,Lamp,Nike,3,3213.83,5,9159.42,7952.56,1206.86,Net Banking,Offline,Sales_16,New
O023459,2025-02-18,C00666,Customer_01959,Male,42,Uttarakhand City,Uttarakhand,North,P0483,Yoga Mat,Sports,Yoga Mat,Dell,2,3846.72,25,5770.08,3315.99,2454.09,UPI,Online,Sales_09,New
O023460,2025-08-08,C00102,Customer_00712,Male,44,Madhya Pradesh City,Madhya Pradesh,Central,P0121,Jeans,Clothing,Jeans,Nike,2,1894.49,5,3599.53,2622.33,977.2,Credit Card,Offline,Sales_15,Returning
O023461,2025-05-22,C00040,Customer_00937,Male,39,Karnataka City,Karnataka,South,P0327,Snacks,Grocery,Snacks,Apple,4,2746.95,30,7691.46,4691.0,3000.46,UPI,Online,Sales_07,New
O023462,2026-10-11,C01206,Customer_01239,Male,60,Bihar City,Bihar,East,P0284,Cricket Bat,Sports,Cricket Bat,Ikea,3,3801.95,10,10265.26,7760.09,2505.17,Cash,Online,Sales_08,New
O023463,2026-09-06,C00109,Customer_00364,Female,30,Haryana City,Haryana,North,P0295,Table,Furniture,Table,Samsung,1,2807.48,5,2667.11,1662.03,1005.08,Cash,Offline,Sales_25,New
O023464,2025-02-14,C00654,Customer_01531,Male,51,Chhattisgarh City,Chhattisgarh,Central,P0134,Mobile,Electronics,Mobile,Adidas,3,4612.84,0,13838.52,11285.27,2553.25,Net Banking,Online,Sales_13,New
O023465,2025-04-19,C01141,Customer_01913,Male,44,West Bengal City,West Bengal,East,P0437,Curtains,Home,Curtains,Adidas,3,4466.02,5,12728.16,7203.59,5524.57,Credit Card,Online,Sales_24,Returning
O023466,2026-09-27,C00808,Customer_00260,Male,21,Kerala City,Kerala,South,P0221,Lamp,Home,Lamp,Philips,3,4974.4,5,14177.04,7931.96,6245.08,Net Banking,Online,Sales_23,New
O023467,2026-10-14,C00844,Customer_01646,Male,48,Delhi City,Delhi,North,P0369,Rice,Grocery,Rice,Samsung,3,3967.51,25,8926.9,7453.04,1473.86,Cash,Offline,Sales_06,New
O023468,2025-09-19,C01531,Customer_01919,Female,19,Uttarakhand City,Uttarakhand,North,P0422,Table,Furniture,Table,Puma,3,2813.01,0,8439.03,6103.39,2335.64,Cash,Offline,Sales_13,New
O023469,2025-08-31,C01870,Customer_00047,Male,26,Rajasthan City,Rajasthan,North,P0346,Shirt,Clothing,Shirt,Samsung,5,225.05,15,956.46,671.05,285.41,Debit Card,Online,Sales_05,Returning
O023470,2026-03-09,C01578,Customer_01772,Male,58,Assam City,Assam,East,P0037,Curtains,Home,Curtains,Samsung,5,3393.55,10,15270.98,13086.65,2184.33,Net Banking,Offline,Sales_12,Returning
O023471,2025-11-08,C00684,Customer_00400,Female,26,Maharashtra City,Maharashtra,West,P0039,Sofa,Furniture,Sofa,Dell,2,1287.87,15,2189.38,1276.57,912.81,Cash,Offline,Sales_21,Returning
O023472,2025-04-02,C01036,Customer_01408,Female,65,Haryana City,Haryana,North,P0168,Yoga Mat,Sports,Yoga Mat,LG,4,4826.57,30,13514.4,8672.2,4842.2,Cash,Online,Sales_18,New
O023473,2025-04-07,C01206,Customer_00301,Male,41,Uttar Pradesh City,Uttar Pradesh,North,P0473,Football,Sports,Football,Nike,1,3258.51,25,2443.88,1741.72,702.16,Cash,Offline,Sales_13,Returning
O023474,2026-10-29,C01765,Customer_00441,Female,22,Rajasthan City,Rajasthan,North,P0276,Mobile,Electronics,Mobile,Nike,5,3671.0,15,15601.75,9458.82,6142.93,Net Banking,Offline,Sales_03,New
O023475,2026-06-28,C00006,Customer_01238,Female,33,Odisha City,Odisha,East,P0345,Football,Sports,Football,Samsung,1,4636.96,25,3477.72,2512.51,965.21,Debit Card,Online,Sales_13,New
