Age,Tenure,MonthlyCharges,Contract,InternetService,PaymentMethod,SupportCalls,Churn
32,10,29.46,One year,Fiber optic,Credit card,5,No
60,22,137.91,Month-to-month,No,Electronic check,1,No
64,34,145.0,Month-to-month,No,Credit card,7,No
26,63,71.58,Month-to-month,DSL,Bank transfer,5,Yes
36,32,60.95,Month-to-month,Fiber optic,Credit card,1,No
28,18,32.62,One year,Fiber optic,Mailed check,4,No
63,15,91.58,Month-to-month,Fiber optic,Credit card,6,No
32,55,143.49,One year,DSL,Credit card,1,No
57,14,35.01,Month-to-month,DSL,Mailed check,3,No
43,52,21.2,Month-to-month,DSL,Credit card,2,No
23,10,39.19,Month-to-month,Fiber optic,Electronic check,1,Yes
72,72,77.11,Month-to-month,Fiber optic,Bank transfer,0,No
62,18,64.37,One year,DSL,Bank transfer,10,No
34,72,31.7,Month-to-month,Fiber optic,Mailed check,10,No
72,61,135.63,Month-to-month,Fiber optic,Electronic check,1,No
61,39,126.7,Two year,Fiber optic,Credit card,6,No
68,33,60.41,Month-to-month,Fiber optic,Electronic check,4,Yes
29,20,149.09,Two year,DSL,Credit card,2,Yes
18,66,45.3,Month-to-month,DSL,Credit card,0,No
21,68,30.06,One year,Fiber optic,Electronic check,10,No
51,61,96.18,Two year,Fiber optic,Electronic check,8,No
66,61,149.44,Month-to-month,DSL,Credit card,3,No
74,38,77.76,Month-to-month,DSL,Electronic check,0,Yes
77,38,143.48,Month-to-month,Fiber optic,Bank transfer,10,No
55,60,126.49,Month-to-month,DSL,Electronic check,0,Yes
57,40,109.51,One year,Fiber optic,Electronic check,1,No
36,11,134.69,Month-to-month,DSL,Credit card,2,No
18,2,131.98,Month-to-month,DSL,Bank transfer,9,No
30,46,41.94,One year,Fiber optic,Credit card,9,No
21,67,102.26,Month-to-month,No,Bank transfer,10,No
60,68,104.97,Month-to-month,Fiber optic,Bank transfer,8,No
49,26,81.75,One year,DSL,Electronic check,9,No
65,45,56.15,One year,DSL,Bank transfer,7,Yes
27,44,66.94,One year,No,Mailed check,4,Yes
74,35,37.64,Month-to-month,No,Mailed check,8,No
62,43,129.6,Two year,DSL,Mailed check,4,No
74,47,119.77,Two year,DSL,Credit card,4,Yes
58,7,98.61,Month-to-month,Fiber optic,Electronic check,3,No
39,9,52.93,Month-to-month,Fiber optic,Credit card,1,Yes
56,17,44.39,One year,Fiber optic,Electronic check,2,No
55,21,98.21,Month-to-month,Fiber optic,Electronic check,1,No
29,49,36.83,Two year,Fiber optic,Bank transfer,2,Yes
24,18,95.77,Month-to-month,Fiber optic,Mailed check,10,No
58,53,20.9,One year,No,Electronic check,10,Yes
23,8,101.56,Two year,DSL,Credit card,9,No
24,41,57.7,Month-to-month,Fiber optic,Electronic check,10,Yes
22,51,119.91,Month-to-month,DSL,Bank transfer,5,No
56,56,76.95,Month-to-month,DSL,Electronic check,6,No
75,46,47.01,One year,DSL,Bank transfer,1,Yes
48,56,63.45,One year,DSL,Bank transfer,4,No
27,63,147.81,Month-to-month,DSL,Electronic check,4,No
49,41,106.81,One year,DSL,Mailed check,9,Yes
47,50,130.35,Month-to-month,Fiber optic,Bank transfer,10,No
54,15,58.39,Month-to-month,No,Electronic check,6,No
44,59,122.97,One year,Fiber optic,Electronic check,9,No
50,15,117.83,Month-to-month,Fiber optic,Bank transfer,6,No
38,10,29.61,Month-to-month,No,Electronic check,10,Yes
74,8,74.65,Two year,No,Credit card,0,No
51,4,96.47,Month-to-month,DSL,Bank transfer,1,No
37,60,54.14,Two year,No,Electronic check,4,No
18,27,102.87,One year,DSL,Credit card,8,No
60,12,65.36,One year,Fiber optic,Credit card,2,No
41,9,133.59,Month-to-month,DSL,Mailed check,6,Yes
33,40,119.92,Two year,DSL,Electronic check,2,Yes
47,56,49.93,Month-to-month,Fiber optic,Mailed check,3,No
48,5,120.05,Month-to-month,Fiber optic,Bank transfer,10,No
67,31,77.72,Two year,DSL,Mailed check,4,No
51,31,55.56,Two year,Fiber optic,Electronic check,3,No
61,68,54.62,One year,No,Electronic check,7,No
58,0,46.54,One year,DSL,Electronic check,4,No
70,6,142.28,Two year,No,Bank transfer,5,No
18,17,128.23,Two year,DSL,Mailed check,1,No
41,69,20.95,Month-to-month,DSL,Bank transfer,8,No
62,1,24.18,One year,Fiber optic,Credit card,6,No
26,53,32.74,Month-to-month,No,Bank transfer,3,No
45,33,31.32,One year,Fiber optic,Bank transfer,2,No
42,58,136.85,One year,DSL,Credit card,8,Yes
67,16,24.19,Month-to-month,DSL,Bank transfer,10,Yes
77,35,118.52,One year,DSL,Electronic check,5,No
24,35,52.1,Month-to-month,DSL,Credit card,8,No
31,26,31.46,Month-to-month,Fiber optic,Bank transfer,2,No
66,24,85.88,One year,Fiber optic,Electronic check,9,No
28,52,145.53,One year,DSL,Electronic check,3,No
48,11,38.85,Month-to-month,DSL,Bank transfer,5,No
76,71,104.39,Month-to-month,DSL,Bank transfer,10,No
78,65,73.0,Two year,Fiber optic,Electronic check,10,Yes
76,1,78.88,Month-to-month,Fiber optic,Mailed check,4,No
26,65,24.64,Month-to-month,Fiber optic,Mailed check,8,No
27,43,63.5,Two year,Fiber optic,Electronic check,8,Yes
28,67,58.97,Month-to-month,Fiber optic,Bank transfer,0,Yes
65,18,97.72,Month-to-month,Fiber optic,Credit card,5,No
29,61,91.62,Month-to-month,No,Bank transfer,6,No
44,29,125.95,Month-to-month,DSL,Electronic check,3,No
68,35,63.34,Two year,DSL,Mailed check,2,No
48,41,124.0,One year,DSL,Bank transfer,2,No
76,56,115.43,Month-to-month,Fiber optic,Electronic check,8,No
48,15,29.99,One year,Fiber optic,Mailed check,6,Yes
41,1,50.58,Month-to-month,Fiber optic,Electronic check,7,No
78,0,73.62,Month-to-month,No,Credit card,6,No
51,64,147.73,Month-to-month,Fiber optic,Electronic check,5,No
29,5,100.23,Two year,Fiber optic,Bank transfer,9,No
57,4,149.48,Month-to-month,DSL,Credit card,0,Yes
65,1,135.14,Month-to-month,Fiber optic,Mailed check,0,No
69,24,70.06,Month-to-month,Fiber optic,Mailed check,4,No
18,3,22.46,Month-to-month,Fiber optic,Electronic check,8,Yes
24,33,113.2,Two year,Fiber optic,Electronic check,4,No
56,12,78.95,Month-to-month,DSL,Mailed check,4,Yes
63,20,59.19,One year,Fiber optic,Credit card,6,No
58,32,77.54,Month-to-month,Fiber optic,Credit card,10,No
41,35,124.53,One year,No,Bank transfer,8,No
64,33,102.14,One year,Fiber optic,Mailed check,5,No
53,5,99.22,Month-to-month,No,Bank transfer,4,No
75,0,134.08,One year,DSL,Credit card,5,No
40,56,39.57,Month-to-month,DSL,Bank transfer,2,No
64,1,106.81,Two year,No,Electronic check,6,Yes
26,29,41.65,Two year,DSL,Credit card,7,No
63,18,80.37,Two year,No,Mailed check,1,No
63,2,70.13,One year,Fiber optic,Electronic check,10,Yes
33,3,73.11,One year,No,Electronic check,2,No
21,7,72.78,Two year,DSL,Electronic check,6,No
79,14,127.81,Month-to-month,DSL,Bank transfer,1,No
22,55,102.62,Month-to-month,No,Electronic check,2,No
47,2,134.25,Month-to-month,DSL,Mailed check,10,No
18,59,128.92,Two year,DSL,Electronic check,10,No
43,6,120.65,Two year,Fiber optic,Mailed check,8,No
68,12,26.46,Two year,Fiber optic,Mailed check,10,No
49,48,82.81,Two year,Fiber optic,Electronic check,10,Yes
32,69,139.57,One year,DSL,Credit card,4,No
42,9,115.72,Month-to-month,No,Electronic check,3,No
23,48,57.21,One year,Fiber optic,Mailed check,8,No
54,32,27.73,Month-to-month,No,Electronic check,9,No
18,57,81.92,Two year,No,Bank transfer,9,Yes
39,58,106.17,Month-to-month,Fiber optic,Electronic check,0,No
21,52,34.61,Month-to-month,Fiber optic,Bank transfer,6,No
32,4,68.91,Month-to-month,DSL,Electronic check,10,No
22,22,84.68,Month-to-month,Fiber optic,Electronic check,7,Yes
75,19,97.17,Month-to-month,No,Bank transfer,8,No
65,52,124.61,Two year,Fiber optic,Credit card,4,Yes
75,45,146.97,Month-to-month,Fiber optic,Mailed check,0,No
60,37,65.9,Month-to-month,Fiber optic,Mailed check,7,No
48,12,43.57,Two year,DSL,Credit card,8,Yes
28,9,70.16,Month-to-month,Fiber optic,Bank transfer,1,Yes
77,37,70.48,Month-to-month,Fiber optic,Bank transfer,5,No
74,72,67.02,Month-to-month,DSL,Mailed check,3,No
43,50,42.77,Month-to-month,DSL,Mailed check,1,Yes
31,12,57.44,Two year,DSL,Credit card,7,No
42,69,148.78,Month-to-month,Fiber optic,Bank transfer,4,Yes
42,20,142.07,One year,Fiber optic,Electronic check,7,No
74,71,109.52,Month-to-month,DSL,Bank transfer,7,Yes
22,58,62.95,Month-to-month,DSL,Mailed check,8,No
57,11,119.53,Month-to-month,Fiber optic,Bank transfer,2,No
65,4,125.19,Month-to-month,Fiber optic,Mailed check,5,No
65,63,39.42,Month-to-month,Fiber optic,Bank transfer,10,No
29,0,101.17,One year,Fiber optic,Bank transfer,6,No
43,3,149.73,Two year,Fiber optic,Bank transfer,5,Yes
39,35,63.64,One year,Fiber optic,Bank transfer,7,No
43,32,24.61,Month-to-month,DSL,Mailed check,4,No
23,31,129.32,Two year,DSL,Bank transfer,1,No
23,34,99.55,One year,DSL,Bank transfer,3,No
19,16,128.77,Two year,No,Credit card,9,No
77,6,27.79,Month-to-month,DSL,Bank transfer,0,Yes
43,28,77.49,Month-to-month,DSL,Electronic check,9,No
32,23,33.61,Month-to-month,Fiber optic,Electronic check,8,No
67,29,97.54,Month-to-month,Fiber optic,Credit card,8,No
48,56,54.23,Two year,No,Bank transfer,3,No
40,0,148.55,Month-to-month,DSL,Electronic check,7,No
25,15,71.78,Month-to-month,DSL,Electronic check,5,No
41,66,134.61,One year,DSL,Bank transfer,3,Yes
58,45,126.74,Two year,DSL,Bank transfer,3,No
56,37,37.38,Month-to-month,Fiber optic,Electronic check,1,Yes
42,70,126.43,Month-to-month,No,Credit card,0,No
56,29,130.76,Two year,Fiber optic,Credit card,9,No
65,3,30.42,Month-to-month,DSL,Mailed check,0,Yes
75,69,95.69,Two year,DSL,Bank transfer,7,Yes
50,1,118.47,Month-to-month,No,Mailed check,10,No
32,57,75.71,Two year,DSL,Mailed check,4,Yes
26,19,51.65,Month-to-month,Fiber optic,Electronic check,8,No
27,56,44.99,Month-to-month,Fiber optic,Electronic check,10,Yes
18,7,91.98,One year,DSL,Electronic check,9,No
52,22,29.51,Month-to-month,Fiber optic,Electronic check,7,No
31,6,66.16,Month-to-month,DSL,Bank transfer,6,Yes
32,43,93.43,Month-to-month,Fiber optic,Mailed check,7,No
62,30,79.37,Month-to-month,Fiber optic,Electronic check,9,No
37,16,131.02,Month-to-month,Fiber optic,Bank transfer,3,No
69,47,130.4,One year,DSL,Electronic check,7,No
26,0,100.38,Month-to-month,Fiber optic,Mailed check,1,No
39,54,65.11,Month-to-month,Fiber optic,Electronic check,10,No
21,6,58.58,Month-to-month,DSL,Bank transfer,9,No
51,7,54.99,Month-to-month,DSL,Electronic check,6,Yes
25,20,100.86,One year,Fiber optic,Credit card,9,No
32,41,124.19,One year,DSL,Electronic check,9,Yes
63,61,86.82,One year,Fiber optic,Electronic check,2,No
72,52,109.64,Month-to-month,DSL,Credit card,8,No
51,24,103.62,One year,DSL,Credit card,10,Yes
77,44,22.65,Month-to-month,DSL,Bank transfer,1,No
64,60,21.9,Month-to-month,DSL,Bank transfer,9,No
64,33,101.09,Two year,No,Credit card,7,No
79,54,100.59,Two year,Fiber optic,Bank transfer,8,No
23,32,140.63,Month-to-month,Fiber optic,Mailed check,7,No
32,31,44.55,Month-to-month,No,Credit card,3,No
45,56,145.71,One year,Fiber optic,Credit card,6,No
56,57,90.87,One year,Fiber optic,Electronic check,4,No
79,16,97.02,Month-to-month,No,Bank transfer,9,No
24,8,106.08,Month-to-month,DSL,Mailed check,7,Yes
32,13,125.59,Two year,No,Bank transfer,9,No
36,66,31.89,Month-to-month,Fiber optic,Electronic check,7,No
59,4,114.17,Month-to-month,Fiber optic,Credit card,2,No
77,59,121.62,Month-to-month,Fiber optic,Electronic check,2,No
76,29,75.69,Two year,No,Bank transfer,10,No
64,63,113.26,Month-to-month,Fiber optic,Mailed check,5,Yes
65,48,42.96,Two year,Fiber optic,Electronic check,3,No
43,51,21.76,Month-to-month,DSL,Mailed check,3,No
55,38,129.86,Month-to-month,Fiber optic,Mailed check,7,No
28,31,147.36,Two year,Fiber optic,Mailed check,6,No
49,6,145.84,One year,DSL,Electronic check,4,No
36,22,66.42,Two year,DSL,Electronic check,3,No
75,72,106.09,One year,Fiber optic,Credit card,0,Yes
40,30,53.41,Two year,DSL,Mailed check,1,Yes
42,27,40.53,Month-to-month,No,Mailed check,0,No
42,72,110.51,One year,DSL,Credit card,3,No
73,0,50.18,Month-to-month,No,Credit card,5,No
75,46,52.86,Month-to-month,Fiber optic,Electronic check,8,No
44,44,134.75,Two year,Fiber optic,Electronic check,6,No
79,51,134.0,Month-to-month,Fiber optic,Credit card,7,No
64,0,96.34,One year,Fiber optic,Mailed check,2,No
70,58,134.02,Month-to-month,Fiber optic,Electronic check,6,No
74,65,26.47,One year,DSL,Electronic check,6,Yes
38,47,50.87,Month-to-month,DSL,Electronic check,9,Yes
52,43,28.37,Month-to-month,DSL,Mailed check,4,No
35,39,61.84,Two year,No,Bank transfer,0,No
37,24,148.47,Month-to-month,Fiber optic,Electronic check,8,No
46,66,129.44,Month-to-month,No,Mailed check,4,Yes
21,24,24.75,Month-to-month,No,Electronic check,3,No
31,57,22.09,Month-to-month,DSL,Credit card,0,No
68,7,99.94,Month-to-month,DSL,Credit card,2,No
28,9,83.75,Two year,Fiber optic,Electronic check,4,No
56,30,105.29,One year,Fiber optic,Mailed check,4,No
65,1,54.75,Month-to-month,No,Credit card,8,Yes
34,36,132.87,Month-to-month,Fiber optic,Electronic check,10,No
46,42,82.6,Month-to-month,DSL,Bank transfer,9,No
72,11,57.09,Month-to-month,DSL,Mailed check,1,No
69,43,110.86,Month-to-month,No,Credit card,4,Yes
75,49,132.52,Month-to-month,DSL,Credit card,3,No
56,14,66.61,Month-to-month,DSL,Bank transfer,6,Yes
73,23,47.8,One year,DSL,Bank transfer,8,Yes
42,59,24.34,One year,Fiber optic,Bank transfer,4,No
55,4,60.31,Month-to-month,No,Mailed check,4,No
59,48,135.53,One year,DSL,Electronic check,5,Yes
78,18,129.48,Month-to-month,Fiber optic,Credit card,4,No
40,51,103.65,Month-to-month,DSL,Electronic check,1,Yes
72,2,78.41,Month-to-month,No,Electronic check,4,No
49,60,74.37,One year,Fiber optic,Electronic check,6,No
24,66,63.7,Month-to-month,Fiber optic,Credit card,6,No
58,43,117.08,Two year,DSL,Mailed check,3,No
78,33,49.77,Month-to-month,Fiber optic,Electronic check,5,No
46,51,115.1,Month-to-month,No,Mailed check,1,No
52,70,58.4,Month-to-month,DSL,Mailed check,2,No
75,48,20.32,Month-to-month,No,Bank transfer,7,No
75,44,35.35,One year,No,Electronic check,9,No
42,37,70.28,Month-to-month,DSL,Bank transfer,10,No
65,3,60.36,Two year,Fiber optic,Mailed check,7,No
57,9,101.15,Two year,Fiber optic,Electronic check,4,No
58,12,41.86,Month-to-month,No,Mailed check,9,Yes
62,4,51.13,Month-to-month,DSL,Credit card,4,Yes
38,38,88.82,Two year,Fiber optic,Bank transfer,0,No
36,28,126.74,Month-to-month,DSL,Bank transfer,5,No
19,0,103.42,Two year,DSL,Electronic check,5,Yes
71,39,119.37,Month-to-month,Fiber optic,Credit card,2,Yes
35,44,84.99,One year,DSL,Mailed check,8,No
59,14,54.47,Month-to-month,No,Bank transfer,2,No
60,63,92.45,Month-to-month,DSL,Mailed check,5,No
61,22,58.57,Month-to-month,DSL,Electronic check,2,No
71,23,145.78,Two year,Fiber optic,Mailed check,10,No
71,67,58.4,Month-to-month,DSL,Bank transfer,9,No
18,61,105.81,One year,No,Bank transfer,6,No
70,27,69.26,Month-to-month,Fiber optic,Bank transfer,2,No
30,67,95.41,Month-to-month,Fiber optic,Electronic check,1,Yes
58,43,27.03,Two year,Fiber optic,Credit card,1,No
59,18,32.4,Two year,DSL,Mailed check,0,Yes
21,33,49.59,Month-to-month,Fiber optic,Bank transfer,7,No
35,34,30.02,Month-to-month,DSL,Bank transfer,6,Yes
74,2,94.28,Month-to-month,Fiber optic,Electronic check,3,No
26,22,103.53,Month-to-month,No,Electronic check,4,No
32,48,56.01,Two year,DSL,Electronic check,10,No
23,20,71.99,Month-to-month,No,Electronic check,0,No
28,44,56.54,Two year,No,Bank transfer,1,No
57,0,142.22,One year,Fiber optic,Credit card,9,Yes
70,16,123.97,Month-to-month,DSL,Credit card,0,No
54,16,20.52,Month-to-month,DSL,Bank transfer,6,No
35,47,88.59,Month-to-month,Fiber optic,Bank transfer,6,Yes
71,57,76.77,Month-to-month,Fiber optic,Bank transfer,7,No
40,29,91.88,Month-to-month,No,Credit card,4,No
37,65,103.44,Month-to-month,No,Credit card,9,Yes
49,71,43.81,One year,Fiber optic,Bank transfer,2,No
26,21,20.42,Two year,Fiber optic,Mailed check,10,No
40,30,102.19,One year,DSL,Electronic check,7,No
67,2,67.15,Two year,Fiber optic,Electronic check,9,No
55,26,39.83,Month-to-month,Fiber optic,Mailed check,6,No
79,54,75.95,Month-to-month,Fiber optic,Mailed check,1,Yes
66,58,56.65,Month-to-month,DSL,Mailed check,9,No
40,51,44.65,Month-to-month,Fiber optic,Electronic check,7,Yes
65,33,148.79,Month-to-month,Fiber optic,Bank transfer,1,No
71,20,39.88,One year,Fiber optic,Credit card,1,No
57,36,91.32,Month-to-month,Fiber optic,Credit card,9,No
65,59,125.34,Two year,DSL,Electronic check,9,No
49,66,93.51,Month-to-month,DSL,Electronic check,10,No
74,55,146.95,One year,Fiber optic,Electronic check,4,No
32,32,29.09,Month-to-month,Fiber optic,Electronic check,3,No
44,6,70.21,One year,DSL,Electronic check,4,Yes
33,54,33.41,One year,DSL,Electronic check,6,Yes
24,35,49.7,Month-to-month,Fiber optic,Electronic check,10,Yes
56,3,137.51,One year,No,Credit card,8,No
25,12,102.13,One year,Fiber optic,Mailed check,8,No
32,72,74.47,Month-to-month,DSL,Bank transfer,7,No
65,12,82.51,One year,No,Electronic check,7,No
32,30,120.27,One year,Fiber optic,Mailed check,6,No
71,27,36.52,Two year,No,Electronic check,5,No
21,35,56.84,Month-to-month,Fiber optic,Mailed check,3,No
46,11,146.81,Two year,Fiber optic,Electronic check,9,No
22,27,83.92,Two year,Fiber optic,Credit card,7,Yes
21,60,113.3,Two year,Fiber optic,Mailed check,4,No
67,7,98.76,Month-to-month,Fiber optic,Electronic check,7,No
22,32,45.57,Month-to-month,Fiber optic,Electronic check,2,No
73,59,60.68,Month-to-month,No,Electronic check,3,No
55,63,140.52,Two year,No,Bank transfer,8,No
47,64,101.84,Month-to-month,No,Mailed check,5,Yes
74,39,91.89,Month-to-month,DSL,Bank transfer,3,No
42,2,31.71,Month-to-month,DSL,Bank transfer,1,No
42,43,45.95,Month-to-month,DSL,Mailed check,7,No
43,68,46.4,One year,Fiber optic,Electronic check,4,No
58,41,35.38,Month-to-month,DSL,Electronic check,3,Yes
70,49,105.47,One year,DSL,Electronic check,8,No
51,13,128.13,Month-to-month,No,Electronic check,1,No
35,53,126.51,One year,No,Electronic check,9,No
73,9,83.43,One year,No,Electronic check,8,Yes
55,27,148.31,Two year,Fiber optic,Mailed check,4,Yes
69,21,130.02,Month-to-month,DSL,Mailed check,10,No
44,2,48.59,Month-to-month,DSL,Electronic check,2,No
30,48,83.58,Two year,No,Electronic check,3,No
76,8,122.15,Month-to-month,Fiber optic,Bank transfer,1,No
60,63,54.82,Two year,Fiber optic,Credit card,6,Yes
37,61,33.32,Month-to-month,DSL,Electronic check,8,No
70,11,81.66,Month-to-month,Fiber optic,Bank transfer,5,No
18,36,115.4,Month-to-month,DSL,Credit card,0,No
75,6,52.13,Two year,DSL,Credit card,7,Yes
53,14,138.05,Month-to-month,Fiber optic,Electronic check,10,Yes
54,61,132.55,Two year,No,Mailed check,0,No
18,24,28.5,Two year,No,Electronic check,3,No
28,26,133.28,Month-to-month,Fiber optic,Bank transfer,3,No
62,66,142.34,Month-to-month,No,Bank transfer,2,No
52,18,120.67,Month-to-month,DSL,Mailed check,10,No
25,14,84.65,One year,No,Mailed check,7,Yes
59,0,80.05,Month-to-month,DSL,Bank transfer,4,No
64,58,118.94,Month-to-month,DSL,Credit card,9,No
34,14,77.0,Two year,DSL,Bank transfer,0,No
60,31,135.65,One year,No,Mailed check,5,Yes
78,3,76.33,One year,DSL,Electronic check,6,No
47,37,51.24,Two year,Fiber optic,Electronic check,9,No
32,50,128.19,Month-to-month,Fiber optic,Mailed check,4,No
77,23,131.14,Month-to-month,Fiber optic,Electronic check,3,Yes
74,5,96.38,Two year,DSL,Mailed check,8,No
46,15,113.86,Month-to-month,Fiber optic,Credit card,3,No
44,54,147.4,Month-to-month,DSL,Bank transfer,1,Yes
69,64,104.34,Month-to-month,No,Mailed check,0,No
18,50,64.16,Two year,DSL,Credit card,5,Yes
37,67,123.84,Month-to-month,Fiber optic,Electronic check,10,Yes
51,2,142.89,Month-to-month,DSL,Bank transfer,10,No
58,56,70.41,Month-to-month,DSL,Electronic check,6,No
56,72,116.09,One year,Fiber optic,Electronic check,4,No
40,64,73.53,Month-to-month,Fiber optic,Mailed check,8,No
71,71,59.3,Month-to-month,Fiber optic,Credit card,8,No
58,37,61.33,Month-to-month,Fiber optic,Electronic check,8,No
51,69,54.23,Two year,Fiber optic,Mailed check,4,No
76,32,130.09,Two year,Fiber optic,Electronic check,7,No
23,17,130.52,Month-to-month,Fiber optic,Mailed check,3,No
62,62,90.62,Month-to-month,DSL,Bank transfer,7,No
75,48,55.54,Month-to-month,Fiber optic,Bank transfer,5,Yes
59,50,92.64,Two year,No,Mailed check,3,Yes
53,32,59.04,Month-to-month,Fiber optic,Electronic check,4,No
40,72,49.18,One year,Fiber optic,Electronic check,2,No
34,24,42.46,One year,DSL,Mailed check,2,No
51,44,78.05,Month-to-month,Fiber optic,Electronic check,1,Yes
73,30,68.2,Two year,No,Bank transfer,9,Yes
46,24,84.17,One year,Fiber optic,Electronic check,3,No
25,50,130.51,Month-to-month,DSL,Electronic check,9,Yes
47,9,77.17,Month-to-month,Fiber optic,Credit card,7,No
24,7,93.46,One year,Fiber optic,Mailed check,9,No
76,47,123.18,Month-to-month,DSL,Electronic check,2,Yes
51,32,128.52,Month-to-month,DSL,Credit card,4,No
31,10,25.08,Month-to-month,DSL,Electronic check,2,Yes
56,68,131.31,One year,Fiber optic,Bank transfer,10,No
51,68,112.05,Month-to-month,DSL,Bank transfer,1,No
49,44,108.06,Two year,Fiber optic,Credit card,3,No
54,27,47.77,Month-to-month,DSL,Bank transfer,5,No
75,66,107.52,Month-to-month,DSL,Electronic check,3,Yes
71,14,78.8,One year,No,Credit card,4,No
34,1,144.13,One year,DSL,Electronic check,3,No
32,44,35.08,One year,DSL,Credit card,1,No
79,41,136.94,Two year,No,Mailed check,1,No
57,20,132.81,Month-to-month,DSL,Electronic check,10,No
19,50,32.18,Month-to-month,No,Bank transfer,8,Yes
50,16,32.69,One year,DSL,Electronic check,5,No
25,24,47.9,One year,DSL,Bank transfer,9,No
19,10,20.18,Month-to-month,Fiber optic,Electronic check,1,Yes
29,9,50.27,Two year,No,Electronic check,0,No
33,7,123.94,Month-to-month,DSL,Bank transfer,7,No
22,6,123.59,Month-to-month,Fiber optic,Mailed check,10,Yes
69,14,35.03,One year,DSL,Electronic check,9,No
45,39,139.23,Month-to-month,DSL,Bank transfer,10,Yes
52,28,145.45,Month-to-month,Fiber optic,Electronic check,5,Yes
71,14,44.26,One year,Fiber optic,Electronic check,3,Yes
69,8,98.45,Month-to-month,Fiber optic,Bank transfer,4,No
68,3,35.49,Two year,Fiber optic,Electronic check,8,Yes
30,45,85.92,Two year,No,Mailed check,7,No
64,60,89.25,Month-to-month,DSL,Mailed check,9,No
79,17,42.46,Month-to-month,No,Electronic check,8,No
18,58,130.05,Two year,Fiber optic,Credit card,8,No
71,52,57.32,One year,Fiber optic,Credit card,9,No
71,54,32.76,Month-to-month,Fiber optic,Electronic check,6,Yes
70,21,82.48,Two year,DSL,Bank transfer,7,No
42,39,38.81,Month-to-month,No,Electronic check,3,No
30,41,103.87,Month-to-month,DSL,Electronic check,3,Yes
63,37,77.49,Two year,No,Bank transfer,9,Yes
56,54,120.89,Month-to-month,No,Electronic check,2,No
63,40,104.6,One year,No,Bank transfer,9,No
33,42,46.44,Month-to-month,No,Credit card,0,Yes
29,56,106.28,Two year,DSL,Bank transfer,9,Yes
73,18,50.71,Month-to-month,Fiber optic,Mailed check,3,No
49,48,73.44,Month-to-month,Fiber optic,Electronic check,10,Yes
70,49,106.83,One year,Fiber optic,Electronic check,9,Yes
75,10,142.37,Month-to-month,DSL,Bank transfer,4,Yes
46,52,103.66,Two year,Fiber optic,Credit card,9,No
34,25,48.28,Month-to-month,Fiber optic,Electronic check,0,No
73,50,59.13,One year,DSL,Electronic check,6,No
62,49,43.64,Month-to-month,Fiber optic,Mailed check,0,No
59,19,74.88,Month-to-month,Fiber optic,Bank transfer,9,No
77,40,128.01,Month-to-month,DSL,Mailed check,3,Yes
33,37,75.49,Month-to-month,DSL,Electronic check,4,Yes
40,68,114.59,Month-to-month,Fiber optic,Electronic check,2,No
20,12,74.39,Month-to-month,Fiber optic,Bank transfer,7,Yes
42,20,22.67,Month-to-month,Fiber optic,Credit card,0,Yes
45,29,46.48,Month-to-month,Fiber optic,Mailed check,3,No
46,52,96.27,Month-to-month,DSL,Bank transfer,9,No
27,16,91.07,Month-to-month,Fiber optic,Electronic check,5,No
68,51,72.23,Month-to-month,No,Electronic check,1,No
48,10,50.41,Month-to-month,Fiber optic,Electronic check,9,Yes
45,55,90.46,One year,No,Electronic check,7,No
71,55,73.17,Month-to-month,Fiber optic,Electronic check,4,No
48,46,134.86,One year,DSL,Credit card,5,Yes
73,71,98.14,Two year,No,Credit card,9,Yes
31,64,58.05,Month-to-month,DSL,Mailed check,5,No
70,49,125.24,Month-to-month,No,Electronic check,2,Yes
79,57,107.56,Month-to-month,Fiber optic,Credit card,1,No
64,47,124.38,One year,Fiber optic,Bank transfer,8,No
73,59,74.92,Month-to-month,Fiber optic,Bank transfer,1,No
63,59,94.49,Month-to-month,DSL,Mailed check,5,Yes
55,32,145.78,One year,DSL,Electronic check,0,No
65,10,123.16,Month-to-month,Fiber optic,Bank transfer,6,No
77,5,103.36,Month-to-month,Fiber optic,Bank transfer,0,Yes
55,21,44.8,Month-to-month,Fiber optic,Electronic check,9,No
60,39,67.13,Month-to-month,Fiber optic,Credit card,5,No
22,21,103.59,Two year,No,Mailed check,4,Yes
77,35,142.82,One year,No,Electronic check,8,Yes
66,14,133.17,Month-to-month,Fiber optic,Electronic check,8,No
28,67,83.35,Month-to-month,No,Electronic check,4,Yes
35,31,59.76,Month-to-month,DSL,Electronic check,1,Yes
31,49,50.44,Month-to-month,Fiber optic,Electronic check,7,No
37,40,130.3,Month-to-month,DSL,Mailed check,10,No
72,57,97.53,Month-to-month,No,Electronic check,5,No
46,41,104.64,Month-to-month,No,Electronic check,5,No
44,50,27.09,Two year,Fiber optic,Mailed check,7,No
66,61,148.36,Month-to-month,No,Mailed check,0,No
41,46,43.67,Two year,DSL,Bank transfer,9,Yes
72,46,142.09,Month-to-month,DSL,Electronic check,1,Yes
64,66,119.95,Month-to-month,DSL,Credit card,6,No
33,52,135.53,Month-to-month,Fiber optic,Credit card,10,No
57,4,58.91,One year,Fiber optic,Mailed check,1,No
47,58,78.45,Month-to-month,DSL,Mailed check,6,No
39,63,47.51,One year,Fiber optic,Credit card,7,No
74,43,128.49,Month-to-month,DSL,Bank transfer,3,Yes
